1,fb0,99,false,0,0
1,fb1,99,false,0,0
1,fb10,99,false,0,0
1,fb11,99,false,0,0
1,fb12,99,false,0,0
1,fb13,99,false,0,0
1,fb14,99,false,0,0
1,fb15,99,false,0,0
1,fb16,99,false,0,0
1,fb17,99,false,0,0
1,fb18,99,false,0,0
1,fb19,99,false,0,0
1,fb2,99,false,0,0
1,fb20,99,false,0,0
1,fb21,99,false,0,0
1,fb22,99,false,0,0
1,fb23,99,false,0,0
1,fb24,99,false,0,0
1,fb25,99,false,0,0
1,fb26,99,false,0,0
1,fb27,99,false,0,0
1,fb28,99,false,0,0
1,fb29,99,false,0,0
1,fb3,99,false,0,0
1,fb30,99,false,0,0
1,fb31,99,false,0,0
1,fb32,99,false,0,1
1,fb33,99,false,0,0
1,fb34,99,false,0,0
1,fb35,99,false,0,0
1,fb36,99,false,0,0
1,fb37,99,false,0,0
1,fb38,99,false,0,0
1,fb39,99,false,0,0
1,fb4,99,false,0,0
1,fb40,99,false,0,0
1,fb41,99,false,0,0
1,fb42,99,false,0,0
1,fb43,99,false,0,0
1,fb44,99,false,0,0
1,fb45,99,false,0,0
1,fb46,99,false,0,0
1,fb47,99,false,0,0
1,fb48,99,false,0,0
1,fb49,99,false,0,0
1,fb5,99,false,0,0
1,fb6,99,false,0,0
1,fb7,99,false,0,0
1,fb8,99,false,0,0
1,fb9,99,false,0,0
2,fb0,99,true,0,0
2,fb1,99,true,0,0
2,fb10,99,true,0,0
2,fb11,99,true,0,0
2,fb12,99,true,0,0
2,fb13,99,true,0,0
2,fb14,99,true,0,0
2,fb15,99,true,0,0
2,fb16,99,true,0,0
2,fb17,99,true,0,0
2,fb18,99,true,0,0
2,fb19,99,true,0,0
2,fb2,99,true,0,0
2,fb20,99,true,0,0
2,fb21,99,true,0,0
2,fb22,99,true,0,0
2,fb23,99,true,0,0
2,fb24,99,true,0,0
2,fb25,99,true,0,0
2,fb26,99,true,0,0
2,fb27,99,true,0,0
2,fb28,99,true,0,0
2,fb29,99,true,0,0
2,fb3,99,true,0,0
2,fb30,99,true,0,0
2,fb31,99,true,0,0
2,fb32,0,false,0,1
2,fb33,99,true,0,0
2,fb34,99,true,0,0
2,fb35,99,true,0,0
2,fb36,99,true,0,0
2,fb37,99,true,0,0
2,fb38,99,true,0,0
2,fb39,99,true,0,0
2,fb4,99,true,0,0
2,fb40,99,true,0,0
2,fb41,99,true,0,0
2,fb42,99,true,0,0
2,fb43,99,true,0,0
2,fb44,99,true,0,0
2,fb45,99,true,0,0
2,fb46,99,true,0,0
2,fb47,99,true,0,0
2,fb48,99,true,0,0
2,fb49,99,true,0,0
2,fb5,99,true,0,0
2,fb6,99,true,0,0
2,fb7,99,true,0,0
2,fb8,99,true,0,0
2,fb9,99,true,0,0
3,fb0,99,false,18,0
3,fb1,99,false,13,0
3,fb10,99,false,16,0
3,fb11,99,false,16,0
3,fb12,99,false,11,0
3,fb13,99,false,13,0
3,fb14,99,false,10,0
3,fb15,99,false,13,0
3,fb16,99,false,7,0
3,fb17,99,false,10,0
3,fb18,99,false,2,0
3,fb19,99,false,13,0
3,fb2,99,false,9,0
3,fb20,99,false,6,0
3,fb21,99,false,14,0
3,fb22,99,false,10,0
3,fb23,99,false,9,0
3,fb24,99,false,12,0
3,fb25,99,false,8,0
3,fb26,99,false,12,0
3,fb27,99,false,9,0
3,fb28,99,false,10,0
3,fb29,99,false,8,0
3,fb3,99,false,13,0
3,fb30,99,false,15,0
3,fb31,99,false,8,0
3,fb32,0,false,0,1
3,fb33,99,false,5,0
3,fb34,99,false,12,0
3,fb35,99,false,12,0
3,fb36,99,false,8,0
3,fb37,99,false,10,0
3,fb38,99,false,5,0
3,fb39,99,false,15,0
3,fb4,99,false,18,0
3,fb40,99,false,18,0
3,fb41,99,false,8,0
3,fb42,99,false,15,0
3,fb43,99,false,12,0
3,fb44,99,false,19,0
3,fb45,99,false,12,0
3,fb46,99,false,9,0
3,fb47,99,false,15,0
3,fb48,99,false,18,0
3,fb49,99,false,11,0
3,fb5,99,false,13,0
3,fb6,99,false,18,0
3,fb7,99,false,10,0
3,fb8,99,false,8,0
3,fb9,99,false,14,0
